"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1710537957306745254","Sat Oct 07 10:50:50 +0000 2023","379","@WAPamungkas Padahallll.... Fungsinya kurikulum merdeka salah satunya adalah supaya siswa punya track record baik itu prestasi maupun sebaliknya. Jadi gausah cek2 medsos gini gimana kalo anaknya ga punya medsos mo dipaksain juga?","1710608617496592800","","WAPamungkas","in","","4","0","21","https://x.com/antropolohis/status/1710608617496592800","97671645","antropolohis"
"1847173909294334001","Fri Oct 18 07:18:20 +0000 2024","223","@sekar_malam Inilah hasil dari Kurikulum Merdeka....wes ajuuurrrrr jum.....","1847175365833490820","","sekar_malam","in","","1","53","10","https://x.com/YanuarWicakson9/status/1847175365833490820","1538654354622005248","YanuarWicakson9"
"1860917581835841591","Mon Nov 25 05:25:00 +0000 2024","4","Wakil Menteri Pemberdayaan Perempuan dan Perlindungan Anak (PPPA) Veronica Tan menekankan pentingnya perubahan paradigma dalam pendidikan anak usia dini (PAUD) melalui Kurikulum Merdeka. https://t.co/eRz4KOn90n","1860917581835841591","","","in","Jakarta - Indonesia","0","1","1","https://x.com/mediaindonesia/status/1860917581835841591","68930552","mediaindonesia"
"1862356394739204431","Fri Nov 29 04:42:20 +0000 2024","1","Tujuannya baik sih tapi kok malah jadi bumerang?! Kurikulum Merdeka emang memuat nilai kreatifitas murid dan guru. Sayangnya kurikulum ini bisa jadi bumerang juga bagi para guru. Kok bisa? Cek selengkapnya di sini yuk! https://t.co/G36SVWne9h https://t.co/oGVSaLJ4iG","1862356394739204431","https://pbs.twimg.com/media/GdhrRIrXgAAqLqe.jpg","","in","Indonesia","0","1","1","https://x.com/campaign_id/status/1862356394739204431","1728180828","campaign_id"
"1867747431913599122","Sat Dec 14 01:44:23 +0000 2024","2","Workshop kurmer ini belum tuntas belum juga pada nyantol Uda denger isu2 mo ganti kurikulum lagi Sambutannya semoga kurikulum merdeka bisa mendarah daging. Gimana mau mendarah daging baru disuntik udah ganti obat aja ","1867747431913599122","","","in","Gresik, Indonesia","0","0","0","https://x.com/nrlllizzzz_/status/1867747431913599122","1254759117442310144","nrlllizzzz_"
"1864839124257247618","Fri Dec 06 01:07:48 +0000 2024","0","50 Soal UAS Sejarah Indonesia Kelas 10 Semester 1 dan Kunci Jawaban Terbaru 2024 Kurikulum Merdeka https://t.co/vPj4rwECFl lewat @tribunnews #ujian #uas #sejarah #kelas10 #kuncijawaban #kurikulummerdeka","1864839124257247618","","","in","Balikpapan, Indonesia","0","0","0","https://x.com/tribunkaltim/status/1864839124257247618","103551225","tribunkaltim"
"1870443854773780548","Sat Dec 21 12:34:01 +0000 2024","0","@kw0ngf Klo kurikulum merdeka gitu baru PKL pas kls 12 awal jadi satu semester itu full PKL makanya gak ada dikasih materi dari sekolah klo aku tuh mau les juga susah bagi waktu","1870447631706824844","","kw0ngf","in","","0","1","0","https://x.com/scoupslele/status/1870447631706824844","1840046528880357382","scoupslele"
"1864577669691789347","Thu Dec 05 07:48:53 +0000 2024","0","Inilah soal SAS Matematika kelas 5 semester 1 Kurikulum Merdeka https://t.co/yZW34rLKUD","1864577669691789347","","","in","Balikpapan, Indonesia","0","0","0","https://x.com/tribunkaltim/status/1864577669691789347","103551225","tribunkaltim"
"1869844522412453898","Thu Dec 19 20:37:28 +0000 2024","1","Padahal gen z itu generasi yang paling apes. 2008 disambut krismon. Kurikulum KTSP mendadak diganti K-13 lalu diganti lagi jadi Kurikulum Merdeka. Belom lagi awal 2020 disambut pandemi global imbasnya perusahaan pada bangkrut. Tapi disalahin mulu.","1869844522412453898","","","in","Honolulu, HI","0","1","0","https://x.com/inimaulaa/status/1869844522412453898","1297549974083784705","inimaulaa"
"1870301947359887382","Sat Dec 21 02:55:07 +0000 2024","0","Menbud Fadli Zon Usulkan Pelajaran Sejarah Jadi Wajib Masuk Kurikulum Merdeka https://t.co/DhyV9730V2 lewat @Koran Bogor","1870301947359887382","","","in","Jawa Barat -Indonesia.","0","0","0","https://x.com/martinusnussah/status/1870301947359887382","97858954","martinusnussah"
"1868462065645658148","Mon Dec 16 01:04:05 +0000 2024","0","13 Contoh Deskripsi Rapor Kurikulum Merdeka Semester 1 SD-SMA Catatan Wali Kelas untuk Orang Tua https://t.co/4EsQbtGrHh lewat @tribunnews #deskripsi #rapor #kurikulummerdeka #sekolah #pendidikan","1868462065645658148","","","in","Balikpapan, Indonesia","0","0","0","https://x.com/tribunkaltim/status/1868462065645658148","103551225","tribunkaltim"
"1864968672789565935","Fri Dec 06 09:42:35 +0000 2024","0","Mempelajari Tentang Akikah dan Kurban! Kunci Jawaban PAI Kelas 9 Halaman 105 Kurikulum Merdeka https://t.co/H29HVxAvST","1864968672789565935","","","in","Ambon","0","0","0","https://x.com/tribunambonnews/status/1864968672789565935","1449955921312960513","tribunambonnews"
"1872690667115430028","Fri Dec 27 17:07:02 +0000 2024","0","Kriteria Ketercapaian Tujuan Pembelajaran (KKTP) Bahasa Inggris Kelas 1 SD/MI Fase A Kurikulum Merdeka #kktpkelas1 #kktpbahasainggris #kktpkurikulummerdeka #kriteriaketercapaiantujuanpembelajaran https://t.co/fv61rwWrqG","1872690667115430028","","","in","","0","0","0","https://x.com/abdierablog/status/1872690667115430028","1760637346700218368","abdierablog"
"1742095455910322527","Wed Jan 03 05:19:51 +0000 2024","385","@debordsbitch testimoni gua sbg anak sma kurikulum merdeka percobaan: RIBET ngeluarin duit BANYAK guru jd males ngajar dgn kedok kurikulum merdeka (fakta) tugas banyak tp materi gak nyangkut di otak kejar-kejaran antara akademik sm projek antarsekolah tuh beda-beda ","1742415452490661974","","debordsbitch","in","","19","8","35","https://x.com/swoftiej/status/1742415452490661974","1398162272703246337","swoftiej"
"1868609165092106361","Mon Dec 16 10:48:36 +0000 2024","0","Mempelajari Mikrokontroler! Kunci Jawaban Informatika Kelas 12 Halaman 48 Kurikulum Merdeka Bab 2 https://t.co/ge4v1UyLs6","1868609165092106361","","","in","Ambon","0","0","0","https://x.com/tribunambonnews/status/1868609165092106361","1449955921312960513","tribunambonnews"
"1859205193810002232","Wed Nov 20 12:00:35 +0000 2024","0","nah kan bagus ini Kurikulum Merdeka","1859205193810002232","","","in","ÜT: -6.9,107.6","0","0","0","https://x.com/estananto/status/1859205193810002232","94292914","estananto"
"1867557891135484069","Fri Dec 13 13:11:13 +0000 2024","0","50 Soal UAS/PAS IPA Kelas 9 Semester 1 dan Kunci Jawaban Bentuk Pilihan Ganda Kurikulum Merdeka https://t.co/JVHWVHJ9Q5 lewat @tribunnews","1867557891135484069","","","in","Balikpapan, Indonesia","0","0","0","https://x.com/tribunkaltim/status/1867557891135484069","103551225","tribunkaltim"
"1863426770416058843","Mon Dec 02 03:35:37 +0000 2024","0","Berikut kunci jawaban PAI kelas 11 halaman 59 60 61 dan 62 Kurikulum Merdeka Penilaian Pengetahuan Bab 2. https://t.co/ELHVrWg4zK","1863426770416058843","","","in","Indonesia","0","0","0","https://x.com/sorenamoo/status/1863426770416058843","3266658440","sorenamoo"
"1867453397898867074","Fri Dec 13 06:16:00 +0000 2024","0","Untuk membantu Pendidik dalam menerapkan KKTP Eduinesia telah menyediakan link download KKTP Kelas 5 Kurikulum Merdeka Semester 1 &amp; 2. https://t.co/9fmJjeVFar #sekolah #sekolahdasar #kurikulummerdeka","1867453397898867074","","","in","","0","0","0","https://x.com/eduinesia/status/1867453397898867074","1838581241458888705","eduinesia"
"1869682868802171036","Thu Dec 19 09:55:07 +0000 2024","5","Ptn! guys adakah yang punya pengalaman linjur di kurikulum merdeka? coba share di reply dong guys soalnya aku kepikiran buat linjur.. ","1869682868802171036","","","in","RULES 👉","0","0","1","https://x.com/sbmptnfess/status/1869682868802171036","1205629250423779328","sbmptnfess"
"1860118450691334411","Sat Nov 23 00:29:32 +0000 2024","1","Berkat Kurikulum Merdeka","1860118450691334411","","","in","","0","0","0","https://x.com/politikana/status/1860118450691334411","18660644","politikana"
"1869766641011290171","Thu Dec 19 15:28:00 +0000 2024","0","link download Modul P5 Fase D Kelas 7 8 9 SMP/MTS Kurikulum Merdeka lengkap semua tema yang dapat diunduh secara gratis. https://t.co/68yKwl6nC5 #sekolah #sekolahdasar #kurikulummerdeka","1869766641011290171","","","in","","0","0","0","https://x.com/eduinesia/status/1869766641011290171","1838581241458888705","eduinesia"
"1869277727695495291","Wed Dec 18 23:29:57 +0000 2024","32","@RevoNugroho @tanyarlfes Itu salah satu faktor aja sih tetep kuncinya ya dari belajar sendiri. Gak semua orang juga gara2 kurikulum merdeka jdi gabisa yg ada karena males aja pada gamau belajar pemicunya y kurikulum merdeka ini.","1869525540694262223","","RevoNugroho","in","Seoul, Republic of Korea","0","1","0","https://x.com/airenroseane/status/1869525540694262223","1035044560580173824","airenroseane"
"1793159787670310917","Wed May 22 05:59:43 +0000 2024","291","Jangan sampai kebijakan Kampus Merdeka yang selama ini dilaksanakan rupanya jadi salah satu strategi pemerintah memandulkan gerakan mahasiswa. Orientasi semua mahasiswa jadi kerja magang dan jadi profesional di luar kampus. Jadi males berorganisasi dan jadi aktor gerakan.","1793159787670310917","","","in","West Borneo, Indonesia","11","12","91","https://x.com/namasayamelki/status/1793159787670310917","1083640205318311938","namasayamelki"
"1864320216945315959","Wed Dec 04 14:45:51 +0000 2024","0","40 Soal IPAS Kelas 5 Semester 1 Kurikulum Merdeka dan Kunci Jawabannya Jadikan Latihan Ujian Anak Bun https://t.co/NnAeIolnx0","1864320216945315959","","","in","Indonesia","0","0","0","https://x.com/haibundacom/status/1864320216945315959","864334585860980737","haibundacom"
"1867072146750705779","Thu Dec 12 05:01:02 +0000 2024","0","40 Contoh Soal Agama Kelas 4 Semester 1 Kurikulum Merdeka Beserta Kunci Jawabannya https://t.co/mLgAMBcADR","1867072146750705779","","","in","iNews Tower","0","0","0","https://x.com/officialinews_/status/1867072146750705779","132078023","officialinews_"
"1492728929953583106","Sun Feb 13 05:14:45 +0000 2022","2379","2 hari lalu Kemendikbudristek mengumumkan Platform Merdeka Mengajar. Di platform ini guru Indonesia bisa: Belajar Mengajar Berkarya Yuk bahas behind the scene dan beberapa problem yang kita lagi fokuskan dengan platform ini Thread~ https://t.co/tO1PIIlPMX","1492728929953583106","https://pbs.twimg.com/media/FLcxSmwUUAMJa4y.jpg","","in","Opinion expressed by myself","43","17","541","https://x.com/buditanrim/status/1492728929953583106","190179324","buditanrim"
"1861913554653466897","Wed Nov 27 23:22:38 +0000 2024","0","Contoh Soal Seni Rupa Kelas 4 Semester 1 Kurikulum Merdeka https://t.co/n4hAne09eU","1861913554653466897","","","in","iNews Tower","0","0","0","https://x.com/officialinews_/status/1861913554653466897","132078023","officialinews_"
"1872219480686043326","Thu Dec 26 09:54:43 +0000 2024","0","XeF4 Memiliki Bentuk Molekul dan Hibridisasi . . Jawaban Kimia Kelas 11 Hal 60-62 Kurikulum Merdeka https://t.co/FIXwSfiPpW","1872219480686043326","","","in","Ambon","0","0","0","https://x.com/tribunambonnews/status/1872219480686043326","1449955921312960513","tribunambonnews"
"1778558649872339124","Thu Apr 11 23:00:00 +0000 2024","272","Pada akhir 2021 Kemendikbudristek meluncurkan Wiyata Kinarya Merdeka Belajar (WKMB). Wiyata kinarya merupakan padanan corporate university . Wiyata = pengajaran; pelajaran; kinarya = karya + sisipan -in-. https://t.co/6IdFz5EYok #467","1778558649872339124","","","in","ivanlanin di gmail titik com","2","2","58","https://x.com/ivanlanin/status/1778558649872339124","7300962","ivanlanin"
"1871820003479376113","Wed Dec 25 07:27:20 +0000 2024","0","Kurikulum Merdeka vs Kurikulum Belum Ada Judul https://t.co/5Mr18QWAUN","1871820003479376113","","","in","Makassar","0","0","0","https://x.com/asnawin2011/status/1871820003479376113","242124195","asnawin2011"
"1864274814183330311","Wed Dec 04 11:45:26 +0000 2024","0","40 Soal UAS/PAS PAI Kelas 4 Semester 1 Kurikulum Merdeka dan KunciJawabannya https://t.co/ieqyf0aNQy","1864274814183330311","","","in","Indonesia","0","0","0","https://x.com/haibundacom/status/1864274814183330311","864334585860980737","haibundacom"
"1748538341421879458","Sat Jan 20 02:58:54 +0000 2024","276","Ini ga bisa cuman jadi tugas Kemendikbud doang. Kurikulum Merdeka itu short-term solution in the most literal sense; hanya berlaku selama 3-4 tahun dan itupun masih ga efektif untuk menyelesaikan masalah labor force mismatch. Belum lagi mindset kebijakannya salah; beranggapan","1748540575970963925","","tilehopper","in","In your phone","1","2","40","https://x.com/tilehopper/status/1748540575970963925","1249662133916192768","tilehopper"
"1864988843457548612","Fri Dec 06 11:02:44 +0000 2024","0","Perbedaan Pendapat Doa Qunut dalam Salat Subuh! Kunci Jawaban PAI Kelas 9 Hal 226 Kurikulum Merdeka https://t.co/WHulIffYuW","1864988843457548612","","","in","Ambon","0","0","0","https://x.com/tribunambonnews/status/1864988843457548612","1449955921312960513","tribunambonnews"
"1871977634743386610","Wed Dec 25 17:53:42 +0000 2024","15","Tulisan opini di kumparan yang mengutip pernyataan saya https://t.co/Ca7p6XVVjN","1871977634743386610","","","in","","0","0","2","https://x.com/zanatul_91/status/1871977634743386610","88120377","zanatul_91"
"1871416224699351544","Tue Dec 24 04:42:51 +0000 2024","3","10 tahun kurikulum merdeka gak ada hasilnya.","1871416224699351544","","","in","twitter.com","0","0","1","https://x.com/mulanbilqis/status/1871416224699351544","1138727688","mulanbilqis"
"1831891839575847269","Fri Sep 06 03:07:04 +0000 2024","214","Harry Poeze &amp; Hank Schulte Nordholt MERDEKA: THE STRUGGLE FOR INDONESIA INDEPENDENCE AND THE REPUBLIC S PRECARIOUS RISE 1945-1950 Amsterdam: Amsterdam University Press 2024 Unduh : https://t.co/7cQin1fNUP #sejarahindonesia #catatanindonesia #catatannusantara https://t.co/GHbor54VWA","1831891839575847269","https://pbs.twimg.com/media/GWwv6hwa8AUc7AG.jpg","","en","Indonesia ","5","2","64","https://x.com/CatatNusantara/status/1831891839575847269","1471782862865125378","CatatNusantara"
"1821122662091124847","Wed Aug 07 09:54:12 +0000 2024","255","Jiwa Merdeka Malaysia Madani! ️ Sempena bulan kemerdekaan tahun ini marilah kita beristiqamah berjiwa Merdeka. Merdeka dari sikap Assabiyah. Merdeka dari rasuah. Merdeka dari perkauman. Merdeka dari tabiat sifat yg buruk. Jiwa Merdeka Malaysia Madani! 🇲🇾️ @kpkt_gov https://t.co/cCdkDHN6yE","1821122662091124847","https://pbs.twimg.com/ext_tw_video_thumb/1821122601420513280/pu/img/XWcyNWN8WEBKsLl-.jpg","","in","","5","28","29","https://x.com/NgaKorMing/status/1821122662091124847","92917860","NgaKorMing"
"1868161900581929440","Sun Dec 15 05:11:20 +0000 2024","0","Yg begini bukan praktek mapel biasanya tp kaya projek2 ala kurikulum merdeka.","1868161900581929440","","","in","","0","0","0","https://x.com/jegersan/status/1868161900581929440","100383112","jegersan"
"1867112931361714644","Thu Dec 12 07:43:06 +0000 2024","2","bang mba @VindhTR ini pernah misu soal kurikulum merdeka soalnya anak dia kelas 1 sd disuruh bikin prakarya trs dijual abis itu itung laba-rugi. menurut lu aja udah having sex atau belum. pertanyaan tolol juga sih ini korelasinya apa?","1867112931361714644","","","in","Fishermen Kingdom, Atlantis","0","1","0","https://x.com/purebprince/status/1867112931361714644","1276207574694498304","purebprince"
"1871487655671926953","Tue Dec 24 15:01:40 +0000 2024","0","@yuusz7 @ndrypd -ortu yg ada kemungkinan gk suka liat hal yg muluk²/susah. Jd kesimpulannya Kurikulum Merdeka di anak SD (Sesuai sm pengamatanku) msh blm tepat krn ortu sbg pendukung juga msh kurang. Malah yg keliatan lbh effort tuh guru TK wkt itu.","1871571954324685018","","nana_bluenana","in","","0","0","0","https://x.com/nana_bluenana/status/1871571954324685018","1679501157201510400","nana_bluenana"
"1868223102859223124","Sun Dec 15 09:14:32 +0000 2024","0","Salah satu hal yang perlu dipahami guru dalam membuat laporan hasil belajar Kurikulum Merdeka adalah cara merumuskan deskripsi nilai rapor. Di dalam Kurikulum Merdeka ... https://t.co/wThiP9nVPR","1868223102859223124","","","in","Jawa Tengah, Indonesia","0","0","0","https://x.com/MediabagiCom/status/1868223102859223124","1862111080501415936","MediabagiCom"
"1220692979196682240","Fri Jan 24 13:01:00 +0000 2020","544","Nadiem Makariem kembali membuat gebrakan. Kebijakan itu ia beri nama Merdeka Belajar: Kampus Merdeka. Dalam paparan kebijakan itu disebutkan setidaknya ada empat poin yang menjadi program utama Nadiem. Apa saja? https://t.co/vjtUptxFAa","1220692979196682240","","","in","Indonesia","75","37","229","https://x.com/TirtoID/status/1220692979196682240","4187275698","TirtoID"
"1405100884908859392","Wed Jun 16 09:52:11 +0000 2021","607","Satu kata kunci yang menarik dari konsep Kampus Merdeka menurutku adalah: Exposure. Program ini memperbanyak variasi exsposure yg dialami mahasiswa pada berbagai pengalaman luar kelas. Mahasiswa/i yang mendapatkan exposure beragam akan mempunyai pola pikir yang juga divergent","1405100884908859392","","","in","","6","4","93","https://x.com/MFaizGhifari/status/1405100884908859392","348988180","MFaizGhifari"
"1172498174646206469","Fri Sep 13 13:12:03 +0000 2019","245","Tolak Revisi UU KPK Guru Besar se-Indonesia Sebut Tak Rela Negara Terpuruk https://t.co/AGFnDS3T6a","1172498174646206469","","","in","Indonesia","5","16","86","https://x.com/merdekadotcom/status/1172498174646206469","456426648","merdekadotcom"
"1864590956374446490","Thu Dec 05 08:41:41 +0000 2024","0","Penanaman Karakter Usia Dini pada Festival Story Telling: Wujud Sinkronisasi Program P5 Kurikulum Merdeka https://t.co/EUtYAcMDVw Salam Seni dan Budaya! #ISBIBandung #Lokakarya #StoryTelling #P5 #kurikulummerdeka #CentreofCreativity #kampusmerdeka #merdekabelajar https://t.co/lZFqRCetBw","1864590956374446490","https://pbs.twimg.com/media/GeBbXh1aIAAqV6Z.jpg","","in","Jl. Buah Batu No 212","0","0","0","https://x.com/isbi_bandung/status/1864590956374446490","1834787458846015488","isbi_bandung"
"1872489852433998139","Fri Dec 27 03:49:04 +0000 2024","0","rata2 skrg kurikulum merdeka. kamu mulai search kurikulum merdeka. 1x pertemuan 60 menit. per bulan Rp100.000 - seminggu 3x. Buat kelas istimewa dg pertemuan setiap hari per bulan Rp500.000 -. Lebih baik materi ajar dari kamu bukan buku siswa. Karena buku siswa pasti beda.","1872489852433998139","","","in","","0","0","0","https://x.com/hibocilll/status/1872489852433998139","1754207940696047616","hibocilll"
"1869779143849918690","Thu Dec 19 16:17:41 +0000 2024","0","Implementasi Kurikulum Merdeka dalam Meningkatkan Kualitas Pendidikan Baca: https://t.co/IulmTpux0K #cilacapdotinfo","1869779143849918690","","","in","Cilacap, Jawa Tengah","0","0","0","https://x.com/cilacapdotinfo/status/1869779143849918690","1020917214126325760","cilacapdotinfo"
"1870755357192335468","Sun Dec 22 08:56:48 +0000 2024","1","Materi 1: Pelajar Berkarakter Tolak Kekerasan Tolak Judi Online &amp; Bijak Bermedia Sosial #PelajarPenggerakMerahPutih #PelajarSehatCerdasBerkarakter https://t.co/khDxyWndMT","1870755357192335468","https://pbs.twimg.com/media/GfZCFRAagAAfT-P.jpg","","in","","0","0","0","https://x.com/r1zzimurariiki/status/1870755357192335468","1792749277103710208","r1zzimurariiki"
"1187305228707581953","Thu Oct 24 09:50:00 +0000 2019","190","Dalam Kamus Indonesia (G. Kolff &amp; Co. Bandung 1951) kata 'Merdeka' berasal dari Bahasa Sansekerta yakni 'Maharddhikeka' lalu diserap menjadi 'Merdeheka'. Kata merdeka memiliki arti 'Lepas dari perhambaan tiada terikat pada sesuatu'.","1187305228707581953","","","in","Indonesia","1","3","25","https://x.com/kontenwow/status/1187305228707581953","129778375","kontenwow"
"1868630433321390179","Mon Dec 16 12:13:07 +0000 2024","7","Jokowi playbook. Entah itu pertalite sampe ke Kurikulum Merdeka cara mainnya gini mulu emang.","1868630433321390179","","","in","","0","1","3","https://x.com/Donquixote_ricx/status/1868630433321390179","1846960991684472832","Donquixote_ricx"
"1868687009772102071","Mon Dec 16 15:57:56 +0000 2024","0","Hasilnya Kurikulum Merdeka bukan ini?","1868687009772102071","","","in","","0","0","0","https://x.com/politikana/status/1868687009772102071","18660644","politikana"
"1869897534145212490","Fri Dec 20 00:08:07 +0000 2024","5","the us and indonesia is scarily similar in the bad part sometimes... indotwt has similar concerns with kurikulum merdeka i swear","1869897534145212490","","","en","","0","0","0","https://x.com/goddessnotpeach/status/1869897534145212490","1351438829526290434","goddessnotpeach"
"1490187315251400706","Sun Feb 06 15:02:52 +0000 2022","527","@majesticdemons Pas banget kurikulum baru (akan diluncurkan bulan ini oleh Mas Menteri Nadiem) memberi porsi besar utk pendidikan karakter (profil pelajar pancasila) 20% dari waktu belajar non mapel.","1490340219228663809","","majesticdemons","in","Jakarta ","5","5","19","https://x.com/adekumala/status/1490340219228663809","30654287","adekumala"
"1131339359066583040","Wed May 22 23:21:37 +0000 2019","407","Kalau 98 rakyat bersatu turun ke jalan kalau skrg hanya preman bayaran yg turun ke jalanan","1131339359066583040","","","in","localhost","2","18","106","https://x.com/mantanGL/status/1131339359066583040","222414673","mantanGL"
"1608087503285944320","Wed Dec 28 13:08:32 +0000 2022","319","Pemberontakan Komunis Silungkang 1927 (Mestika Zed) Ajaran komunisme yang dikembangkan di sana merupakan adonan antara teologi Islam dan radikalisme Marxisme. Maka hasilnya ialah Islam Revolusioner. Mestika Zed Baca unduh dan sebar: https://t.co/xOYvMhNDyU #Silungkang1927 https://t.co/73Ej5gPBex","1608087503285944320","https://pbs.twimg.com/media/FlERNztakAIxqYn.jpg","","in","Lubang Buaya -6.290207,106.908","14","1","86","https://x.com/bebaskanbuku/status/1608087503285944320","1125779795487465474","bebaskanbuku"
